0, 0, (0.0010216958889047033, 0.001978501929999061), [0.009036535636368859, 0.44836445799292535, 0.13548299969284283, 0.769897457870343]
0, 1, (0.009398390335174275, 0.00609688505221658), [0.014276498315052621, 0.5300970662373066, 0.2541217544453248, 0.07627525435784555]
0, 2, (0.015795191933098824, 0.0010957917334349263), [0.0003270257980189095, 0.3035545843256505, 0.5532170098574366, 0.14086418696554304]
0, 3, (0.007654509214500688, 0.001401833608201394), [0.003843578025924943, 0.5668707682134256, 0.26637964682288207, 0.6737848736535292]
0, 4, (0.010886770225401306, 0.0015356268230839768), [0.005759638355232077, 0.7121155460850436, 0.8251469359020485, 0.2939881188917992]
0, 5, (0.014868921260031673, 0.0022848676099775068), [0.004273342352867915, 0.49153981785933976, 0.061877180114190966, 0.04807205160735151]
0, 6, (0.054435675493938705, 0.0025000685554533893), [0.01814022648240221, 0.468338101599746, 0.9382123683877228, 0.7772985590900973]
0, 7, (0.016318232054053233, 0.002696943636079405), [0.011994605236190559, 0.10218855981799091, 0.3978532658000107, 0.679089355512145]
0, 8, (6.014046695744849, 0.12971772389079517), [0.1491641026296857, 0.7078059788709974, 0.7207065868829092, 0.784606728206352]
0, 9, (2.30123135938484, 0.18443789048353268), [0.14460291307683526, 0.4162525258847056, 0.6526451782775538, 0.2089037976248087]
0, 10, (0.28751283150287166, 0.2464516903229722), [0.0880656508669666, 0.9480209496930602, 0.14148034029371737, 0.0755363592890671]
0, 11, (0.6610269986569146, 0.013308739215904794), [0.048381808422827355, 0.9717630454344113, 0.9700384408128825, 0.7214149740967862]
0, 12, (0.13441884654890482, 0.021337785496363802), [0.0333865417512581, 0.768797178079595, 0.16752818327925445, 0.5849298694982596]
0, 13, (0.14139647792411206, 0.033371096423114054), [0.046186631103861564, 0.7643160256123569, 0.4558452855282492, 0.12314845760942339]
0, 14, (1.49129485948678, 0.05909878333410926), [0.08490023451650053, 0.4745432016213894, 0.40435472696204, 0.80389125093982]
0, 15, (0.7571584933376, 0.1445284174539556), [0.08861139765052717, 0.13036900091710235, 0.18479896273965457, 0.33374354953867424]
0, 16, (9.0392290014437, 0.2882138632866936), [0.2130068733894971, 0.0987157554279613, 0.8282600287407446, 0.4437028717067085]
0, 17, (20.894376079883465, 0.47116829200702254), [0.30221704514039094, 0.38597236860290085, 0.9184067694080875, 0.520254326780975]
0, 18, (1.095666049560514, 0.8799996906209351), [0.16613377195455392, 0.7476248766585165, 0.1181987882320098, 0.10023551036959866]
0, 19, (1.8284034409895515, 0.3572566548395935), [0.11077711363468701, 0.21639503417142847, 0.07851345812154953, 0.7274034641509972]
0, 20, (2.958773109209026, 0.05189987444027544), [0.1026702710813463, 0.2590699789899972, 0.7546493640141745, 0.9066429938189295]
0, 21, (0.2022515320339102, 0.15619286135974947), [0.07566059782660783, 0.7008934968550803, 0.6119778409076543, 0.03940761566449702]
0, 22, (2.362004700663056, 0.06949526014985967), [0.10438090040626191, 0.2607506942455178, 0.597304744023472, 0.704950385908738]
0, 23, (3.0602002174802787, 0.1437686577700942), [0.14110978831224275, 0.19679921124602118, 0.9950221915653457, 0.25267039819909265]
0, 24, (8.973205414099915, 0.5223216880734373), [0.24794592561883522, 0.6507163290842878, 0.6449705402054657, 0.3035773982025144]
0, 25, (26.372131258834322, 0.5648419290282254), [0.31450578371280313, 0.17909633373364642, 0.6977860680176137, 0.7729057082643763]
0, 26, (2.799797978278474, 0.7990613618509378), [0.16762935752090546, 0.7291181976486694, 0.08787893038873862, 0.42076134654207176]
0, 27, (42.17434918148841, 0.5023628810333768), [0.3508704248630581, 0.34529144503664155, 0.9854494652143122, 0.9409456436452053]
0, 28, (7.111653735885661, 1.523263717483333), [0.31224800943029163, 0.628498805531461, 0.3967838524864229, 0.1190559472544106]
0, 29, (19.690472335406106, 0.5443222811388087), [0.3045150169056311, 0.526906277682775, 0.9493565687101525, 0.4395425686229001]
0, 30, (38.81100378841446, 0.5006347475050618), [0.3333334612029851, 0.683211886412662, 0.9232871383018605, 0.9817931440505442]
0, 31, (2.8610253427355965, 0.6897638876992859), [0.2011935309593078, 0.09543324493397043, 0.40320085416377904, 0.0962359228671481]
0, 32, (3.2759046100296714, 0.6523308114866929), [0.1670880593253229, 0.26070948167281205, 0.11246100854355578, 0.497207280904188]
