(0.00229082241378145, 0.00047729470421628903)
(0.001386095281142435, 0.0006758068070993079)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
(0.013394150130942209, 0.0008786047772085505)
