0, 0, 0, ., 0, 2, 7, 0, 1, 4, 5, 9, 7, 2, 1, 7, 6, (0.0416666666667, 0.000381794443094, 0.0389953305431), [0.710594522637, 0.0995298975563, 0.916775007667]
0, 1, 0, ., 0, 3, 8, 8, 3, 0, 7, 6, 0, 3, 9, 6, 1, (0.0281690140845, 0.0144904441414, 0.0738328229624), [0.938086294579, 0.15316232349, 0.845154731495]
0, 2, 0, ., 0, 5, 2, 7, 4, 8, 6, 8, 4, 9, 1, 6, 6, (0.0547945205479, 0.0198729982302, 0.0835785359718), [0.546400990876, 0.0870042780448, 0.432950922042]
0, 3, 0, ., 0, 5, 7, 5, 9, 3, 3, 7, 7, 2, 1, 7, 1, (0.0416666666667, 0.0292788750661, 0.101834589919), [0.419482189872, 0.0695172351195, 0.26871174643]
0, 4, 0, ., 0, 7, 7, 1, 6, 5, 4, 3, 2, 6, 6, 4, 2, (0.1375, 0.00199477062374, 0.0920015273691), [0.210306559777, 0.0191371108399, 0.253450807225]
0, 5, 0, ., 1, 0, 6, 3, 5, 7, 5, 0, 3, 1, 9, 5, (0.078125, 0.0968288538925, 0.144118655693), [0.667016390102, 0.158640972647, 0.0869516793322]
0, 6, 0, ., 1, 0, 8, 9, 9, 5, 2, 8, 0, 9, 3, (0.115384615385, 0.0214886962403, 0.190112531165), [0.595734303659, 0.0611353673137, 0.549015019614]
0, 7, 0, ., 1, 1, 7, 6, 3, 2, 5, 5, 3, 8, 3, 3, (0.206896551724, 0.0713072699148, 0.0746938398608), [0.301233751102, 0.0064135118241, 0.619959924972]
0, 8, 0, ., 1, 5, 6, 5, 2, 4, 6, 2, 7, 1, 4, 4, (0.0675675675676, 0.101501433522, 0.300504880344), [0.359542268505, 0.0538361853915, 0.0754201475796]
0, 9, 0, ., 1, 8, 8, 6, 8, 4, 3, 7, 2, 2, 5, 1, (0.0675675675676, 0.101167429646, 0.397318119539), [0.946582788708, 0.117764893192, 0.319149194668]
0, 10, 0, ., 2, 3, 4, 3, 7, 0, 1, 8, 5, 4, 2, 6, (0.1375, 0.073618013433, 0.491992542845), [0.931163223935, 0.0766840556388, 0.514502534435]
0, 11, 0, ., 3, 0, 6, 8, 9, 4, 4, 4, 3, 9, 5, 3, (0.916666666667, 0.00174909149814, 0.00226757369615), [0.477487923963, 0.136055329898, 0.340809024689]
0, 12, 0, ., 3, 0, 7, 6, 3, 8, 1, 9, 6, 4, 0, 1, (0.916666666667, 0.00435756336967, 0.00189035916824), [0.820135503801, 0.235327927029, 0.185000242789]
0, 13, 0, ., 3, 0, 9, 5, 2, 7, 4, 1, 1, 4, 1, 7, (0.916666666667, 0.0100252084181, 0.00189035916824), [0.686883829938, 0.354371980719, 0.0376928437623]
0, 14, 0, ., 3, 1, 2, 6, 3, 1, 8, 1, 0, 7, 6, 5, (0.916666666667, 0.00082060236387, 0.0204081632653), [0.675858639183, 0.127214723018, 0.792576034561]
0, 15, 0, ., 3, 1, 4, 4, 1, 8, 4, 8, 6, 8, 8, 4, (0.916666666667, 0.00957556147247, 0.0170132325142), [0.82779831449, 0.240040672145, 0.13349273647]
0, 16, 0, ., 3, 1, 7, 4, 2, 8, 7, 4, 3, 2, 2, 1, (0.916666666667, 0.0214472273972, 0.0141723356009), [0.530390633566, 0.146808786671, 0.237384518265]
0, 17, 0, ., 3, 2, 4, 7, 3, 6, 6, 0, 8, 4, 0, 8, (0.971428571429, 0.000890894626875, 0.00189035916824), [0.948019565793, 0.284828232113, 0.427355432963]
0, 18, 0, ., 3, 2, 5, 2, 4, 7, 5, 3, 8, 0, 3, 2, (0.971428571429, 0.00242368350054, 0.00189035916824), [0.636135483096, 0.214238543562, 0.637340309238]
