0, 0, (0.9714285714285714, 0.0031574857810589127, 0.0018903591682419658), [0.7059296249909219, 0.2392744922895721, 0.7751047230498351]
0, 1, (0.9714285714285714, 8.70709760405719e-06, 0.007561436672967863), [0.5309577527057758, 0.1427025095721648, 0.5320408813173185]
0, 2, (0.9166666666666666, 0.0009347269690700305, 0.017013232514177693), [0.39671725776949585, 0.17819314084729532, 0.09611921632325449]
0, 3, (0.9714285714285714, 0.02054641562020146, 0.0018903591682419658), [0.1666422428572657, 0.04766448198660744, 0.2983731037035353]
0, 4, (0.9166666666666666, 0.005334440086571587, 0.007561436672967863), [0.9384721199967425, 0.27158362142476755, 0.19745797426283507]
0, 5, (0.014285714285714285, 0.003992361722174404, 0.03899533054313943), [0.7141889404469725, 0.1163779497507017, 0.7476519635698478]
0, 6, (0.17857142857142858, 0.007034394065145706, 0.12189254009967831), [0.42311975916010336, 0.021712051681314626, 0.7199110857082908]
0, 7, (0.9166666666666666, 0.0034450600436538954, 0.0018903591682419658), [0.7759357053705612, 0.25166812969964103, 0.16155713877836875]
0, 8, (0.9714285714285714, 0.00012091998811223449, 0.017013232514177693), [0.5381425144478186, 0.1150880107037685, 0.8007124922115159]
0, 9, (0.9714285714285714, 0.010775853994864177, 0.0018903591682419658), [0.5694252623488417, 0.18555386814253427, 0.9380265332862548]
0, 10, (0.9166666666666666, 0.02648189103640883, 0.027777777777777776), [0.8200337296993234, 0.19821510711710966, 0.37766821166222786]
0, 11, (0.9714285714285714, 0.019851410107010935, 0.017013232514177693), [0.5862069693286887, 0.229331700311749, 0.8734099858524653]
0, 12, (0.9714285714285714, 0.0010907760993832006, 0.030245746691871453), [0.4633789377357851, 0.08689131135375616, 0.8749168454782584]
0, 13, (0.041666666666666664, 0.17833535560768518, 0.816553486619298), [0.5286272837607159, 0.05965550076269799, 0.009370388517525696]
0, 14, (0.9714285714285714, 0.012618694931717227, 0.007561436672967863), [0.5080622350284022, 0.19687343354896902, 0.5781124139103144]
0, 15, (0.9714285714285714, 1, 1), [0.14868093942704885, 0.3957400270506831, 0.24004298411472658]
0, 16, (0.9714285714285714, 1, 1), [0.2278720315643209, 0.500053522171515, 0.35401757583725324]
0, 17, (0.9714285714285714, 1, 1), [0.3802678690452771, 0.9884903281144286, 0.7731953351599073]
0, 18, (0.9714285714285714, 1, 1), [0.5306895687217076, 0.7385604670840765, 0.5389661902724511]
0, 19, (0.9714285714285714, 1, 1), [0.3179034874849338, 0.2829552163759307, 0.31929075077561997]
0, 20, (0.9714285714285714, 1, 1), [0.48485538732414013, 0.39779387521798737, 0.5837486761749029]
0, 21, (0.9714285714285714, 1, 1), [0.536907320462983, 0.8307577832414249, 0.15040286806440084]
